symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-03-30T18:43:47.748462,20,0.1141,slightly_bullish,0.1023,0.8359,positive_momentum,8,0,12
MSFT,2026-03-30T18:43:47.761340,20,0.1141,slightly_bullish,0.0268,0.8359,positive_momentum,8,0,12
GOOGL,2026-03-30T18:43:47.772321,20,0.1141,slightly_bullish,0.0594,0.8359,positive_momentum,8,0,12
AMZN,2026-03-30T18:43:47.783201,20,0.1141,slightly_bullish,0.0393,0.8359,positive_momentum,8,0,12
META,2026-03-30T18:43:47.794290,20,0.1141,slightly_bullish,-0.1139,0.8359,mixed_signals,8,0,12
NVDA,2026-03-30T18:43:47.805271,20,0.1141,slightly_bullish,-0.1742,0.8359,mixed_signals,8,0,12
TSLA,2026-03-30T18:43:47.816747,20,0.1141,slightly_bullish,-0.0143,0.8359,mixed_signals,8,0,12
JPM,2026-03-30T18:43:47.827708,20,0.1141,slightly_bullish,0.0152,0.8359,positive_momentum,8,0,12
V,2026-03-30T18:43:47.838697,20,0.1141,slightly_bullish,-0.101,0.8359,mixed_signals,8,0,12
JNJ,2026-03-30T18:43:47.849636,20,0.1141,slightly_bullish,0.0273,0.8359,positive_momentum,8,0,12
