symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-03-26T14:56:34.744227,20,0.1141,slightly_bullish,-0.0242,0.8359,mixed_signals,8,0,12
MSFT,2026-03-26T14:56:34.758191,20,0.1141,slightly_bullish,-0.0473,0.8359,mixed_signals,8,0,12
GOOGL,2026-03-26T14:56:34.769776,20,0.1141,slightly_bullish,0.0326,0.8359,positive_momentum,8,0,12
AMZN,2026-03-26T14:56:34.781750,20,0.1141,slightly_bullish,0.0246,0.8359,positive_momentum,8,0,12
META,2026-03-26T14:56:34.795263,20,0.1141,slightly_bullish,-0.0742,0.8359,mixed_signals,8,0,12
NVDA,2026-03-26T14:56:34.806871,20,0.1141,slightly_bullish,-0.0125,0.8359,mixed_signals,8,0,12
TSLA,2026-03-26T14:56:34.818460,20,0.1141,slightly_bullish,-0.0658,0.8359,mixed_signals,8,0,12
JPM,2026-03-26T14:56:34.829913,20,0.1141,slightly_bullish,-0.1014,0.8359,mixed_signals,8,0,12
V,2026-03-26T14:56:34.842005,20,0.1141,slightly_bullish,-0.1014,0.8359,mixed_signals,8,0,12
JNJ,2026-03-26T14:56:34.853324,20,0.1141,slightly_bullish,0.013,0.8359,positive_momentum,8,0,12
