symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-03-25T14:52:33.072585,20,0.1141,slightly_bullish,-0.0273,0.8359,mixed_signals,8,0,12
MSFT,2026-03-25T14:52:33.084184,20,0.1141,slightly_bullish,0.0745,0.8359,positive_momentum,8,0,12
GOOGL,2026-03-25T14:52:33.094521,20,0.1141,slightly_bullish,-0.0867,0.8359,mixed_signals,8,0,12
AMZN,2026-03-25T14:52:33.104522,20,0.1141,slightly_bullish,0.0148,0.8359,positive_momentum,8,0,12
META,2026-03-25T14:52:33.114601,20,0.1141,slightly_bullish,-0.0598,0.8359,mixed_signals,8,0,12
NVDA,2026-03-25T14:52:33.124856,20,0.1141,slightly_bullish,0.0875,0.8359,positive_momentum,8,0,12
TSLA,2026-03-25T14:52:33.135100,20,0.1141,slightly_bullish,0.0005,0.8359,positive_momentum,8,0,12
JPM,2026-03-25T14:52:33.145206,20,0.1141,slightly_bullish,-0.013,0.8359,mixed_signals,8,0,12
V,2026-03-25T14:52:33.155845,20,0.1141,slightly_bullish,0.0125,0.8359,positive_momentum,8,0,12
JNJ,2026-03-25T14:52:33.167361,20,0.1141,slightly_bullish,0.0156,0.8359,positive_momentum,8,0,12
