symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-03-27T22:19:51.357792,20,0.1141,slightly_bullish,0.0027,0.8359,positive_momentum,8,0,12
MSFT,2026-03-27T22:19:51.369199,20,0.1141,slightly_bullish,-0.0477,0.8359,mixed_signals,8,0,12
GOOGL,2026-03-27T22:19:51.378753,20,0.1141,slightly_bullish,0.0264,0.8359,positive_momentum,8,0,12
AMZN,2026-03-27T22:19:51.388151,20,0.1141,slightly_bullish,-0.0268,0.8359,mixed_signals,8,0,12
META,2026-03-27T22:19:51.398151,20,0.1141,slightly_bullish,-0.0273,0.8359,mixed_signals,8,0,12
NVDA,2026-03-27T22:19:51.407830,20,0.1141,slightly_bullish,-0.0723,0.8359,mixed_signals,8,0,12
TSLA,2026-03-27T22:19:51.421574,20,0.1141,slightly_bullish,0.1018,0.8359,positive_momentum,8,0,12
JPM,2026-03-27T22:19:51.431237,20,0.1141,slightly_bullish,0.0005,0.8359,positive_momentum,8,0,12
V,2026-03-27T22:19:51.440614,20,0.1141,slightly_bullish,-0.1223,0.8359,mixed_signals,8,0,12
JNJ,2026-03-27T22:19:51.450141,20,0.1141,slightly_bullish,-0.0594,0.8359,mixed_signals,8,0,12
