symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-09-10T13:55:23.289739,20,0.1141,slightly_bullish,0.0209,0.8359,positive_momentum,8,0,12
MSFT,2026-09-10T13:55:23.308297,20,0.1141,slightly_bullish,0.0398,0.8359,positive_momentum,8,0,12
GOOGL,2026-09-10T13:55:23.326698,20,0.1141,slightly_bullish,0.0,0.8359,mixed_signals,8,0,12
AMZN,2026-09-10T13:55:23.345184,20,0.1141,slightly_bullish,0.0357,0.8359,positive_momentum,8,0,12
META,2026-09-10T13:55:23.360325,20,0.1141,slightly_bullish,-0.1023,0.8359,mixed_signals,8,0,12
NVDA,2026-09-10T13:55:23.374676,20,0.1141,slightly_bullish,-0.0273,0.8359,mixed_signals,8,0,12
TSLA,2026-09-10T13:55:23.389013,20,0.1141,slightly_bullish,0.0125,0.8359,positive_momentum,8,0,12
JPM,2026-09-10T13:55:23.402892,20,0.1141,slightly_bullish,-0.0607,0.8359,mixed_signals,8,0,12
V,2026-09-10T13:55:23.416600,20,0.1141,slightly_bullish,0.0719,0.8359,positive_momentum,8,0,12
JNJ,2026-09-10T13:55:23.429835,20,0.1141,slightly_bullish,-0.0862,0.8359,mixed_signals,8,0,12
