symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-04-23T11:00:01.130947,20,0.1141,slightly_bullish,0.0893,0.8359,positive_momentum,8,0,12
MSFT,2026-04-23T11:00:01.145546,20,0.1141,slightly_bullish,0.012,0.8359,positive_momentum,8,0,12
GOOGL,2026-04-23T11:00:01.159148,20,0.1141,slightly_bullish,-0.0148,0.8359,mixed_signals,8,0,12
AMZN,2026-04-23T11:00:01.172608,20,0.1141,slightly_bullish,-0.0875,0.8359,mixed_signals,8,0,12
META,2026-04-23T11:00:01.185985,20,0.1141,slightly_bullish,-0.1492,0.8359,mixed_signals,8,0,12
NVDA,2026-04-23T11:00:01.200744,20,0.1141,slightly_bullish,-0.0602,0.8359,mixed_signals,8,0,12
TSLA,2026-04-23T11:00:01.214259,20,0.1141,slightly_bullish,-0.0031,0.8359,mixed_signals,8,0,12
JPM,2026-04-23T11:00:01.227535,20,0.1141,slightly_bullish,0.1889,0.8359,positive_momentum,8,0,12
V,2026-04-23T11:00:01.241062,20,0.1141,slightly_bullish,-0.0143,0.8359,mixed_signals,8,0,12
JNJ,2026-04-23T11:00:01.254334,20,0.1141,slightly_bullish,-0.0148,0.8359,mixed_signals,8,0,12
