symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-07-23T18:55:58.854651,20,0.1141,slightly_bullish,-0.0,0.8359,mixed_signals,8,0,12
MSFT,2026-07-23T18:55:58.870181,20,0.1141,slightly_bullish,0.0867,0.8359,positive_momentum,8,0,12
GOOGL,2026-07-23T18:55:58.885957,20,0.1141,slightly_bullish,-0.0398,0.8359,mixed_signals,8,0,12
AMZN,2026-07-23T18:55:58.956159,20,0.1141,slightly_bullish,-0.0268,0.8359,mixed_signals,8,0,12
META,2026-07-23T18:55:58.969377,20,0.1141,slightly_bullish,-0.0477,0.8359,mixed_signals,8,0,12
NVDA,2026-07-23T18:55:58.982657,20,0.1141,slightly_bullish,-0.0746,0.8359,mixed_signals,8,0,12
TSLA,2026-07-23T18:55:58.996526,20,0.1141,slightly_bullish,-0.0148,0.8359,mixed_signals,8,0,12
JPM,2026-07-23T18:55:59.010269,20,0.1141,slightly_bullish,-0.0469,0.8359,mixed_signals,8,0,12
V,2026-07-23T18:55:59.023824,20,0.1141,slightly_bullish,-0.0152,0.8359,mixed_signals,8,0,12
JNJ,2026-07-23T18:55:59.037310,20,0.1141,slightly_bullish,-0.0125,0.8359,mixed_signals,8,0,12
