symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-05-18T19:21:17.340594,20,0.1141,slightly_bullish,-0.0027,0.8359,mixed_signals,8,0,12
MSFT,2026-05-18T19:21:17.354909,20,0.1141,slightly_bullish,-0.126,0.8359,mixed_signals,8,0,12
GOOGL,2026-05-18T19:21:17.368709,20,0.1141,slightly_bullish,-0.0893,0.8359,mixed_signals,8,0,12
AMZN,2026-05-18T19:21:17.381787,20,0.1141,slightly_bullish,-0.0867,0.8359,mixed_signals,8,0,12
META,2026-05-18T19:21:17.394930,20,0.1141,slightly_bullish,0.0281,0.8359,positive_momentum,8,0,12
NVDA,2026-05-18T19:21:17.408106,20,0.1141,slightly_bullish,-0.0334,0.8359,mixed_signals,8,0,12
TSLA,2026-05-18T19:21:17.421411,20,0.1141,slightly_bullish,-0.0209,0.8359,mixed_signals,8,0,12
JPM,2026-05-18T19:21:17.434779,20,0.1141,slightly_bullish,0.075,0.8359,positive_momentum,8,0,12
V,2026-05-18T19:21:17.448113,20,0.1141,slightly_bullish,0.0745,0.8359,positive_momentum,8,0,12
JNJ,2026-05-18T19:21:17.461327,20,0.1141,slightly_bullish,0.1889,0.8359,positive_momentum,8,0,12
