symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-09-21T21:18:07.741371,20,0.1141,slightly_bullish,0.1344,0.8359,positive_momentum,8,0,12
MSFT,2026-09-21T21:18:07.759788,20,0.1141,slightly_bullish,-0.075,0.8359,mixed_signals,8,0,12
GOOGL,2026-09-21T21:18:07.775906,20,0.1141,slightly_bullish,0.0,0.8359,mixed_signals,8,0,12
AMZN,2026-09-21T21:18:07.789897,20,0.1141,slightly_bullish,-0.0273,0.8359,mixed_signals,8,0,12
META,2026-09-21T21:18:07.803028,20,0.1141,slightly_bullish,-0.0607,0.8359,mixed_signals,8,0,12
NVDA,2026-09-21T21:18:07.819166,20,0.1141,slightly_bullish,-0.087,0.8359,mixed_signals,8,0,12
TSLA,2026-09-21T21:18:07.835275,20,0.1141,slightly_bullish,-0.0156,0.8359,mixed_signals,8,0,12
JPM,2026-09-21T21:18:07.848672,20,0.1141,slightly_bullish,0.075,0.8359,positive_momentum,8,0,12
V,2026-09-21T21:18:07.861730,20,0.1141,slightly_bullish,-0.0273,0.8359,mixed_signals,8,0,12
JNJ,2026-09-21T21:18:07.916444,20,0.1141,slightly_bullish,0.0326,0.8359,positive_momentum,8,0,12
