symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-06-04T22:59:28.847771,20,0.1141,slightly_bullish,0.0,0.8359,mixed_signals,8,0,12
MSFT,2026-06-04T22:59:28.863588,20,0.1141,slightly_bullish,0.1139,0.8359,positive_momentum,8,0,12
GOOGL,2026-06-04T22:59:28.877926,20,0.1141,slightly_bullish,-0.0867,0.8359,mixed_signals,8,0,12
AMZN,2026-06-04T22:59:28.892256,20,0.1141,slightly_bullish,-0.0875,0.8359,mixed_signals,8,0,12
META,2026-06-04T22:59:28.905638,20,0.1141,slightly_bullish,0.1344,0.8359,positive_momentum,8,0,12
NVDA,2026-06-04T22:59:28.919453,20,0.1141,slightly_bullish,-0.0237,0.8359,mixed_signals,8,0,12
TSLA,2026-06-04T22:59:28.933215,20,0.1141,slightly_bullish,-0.0398,0.8359,mixed_signals,8,0,12
JPM,2026-06-04T22:59:28.947267,20,0.1141,slightly_bullish,0.0117,0.8359,positive_momentum,8,0,12
V,2026-06-04T22:59:28.961053,20,0.1141,slightly_bullish,-0.101,0.8359,mixed_signals,8,0,12
JNJ,2026-06-04T22:59:28.974875,20,0.1141,slightly_bullish,0.0125,0.8359,positive_momentum,8,0,12
