symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-06-30T12:04:03.721408,20,0.1141,slightly_bullish,-0.0416,0.8359,mixed_signals,8,0,12
MSFT,2026-06-30T12:04:03.737326,20,0.1141,slightly_bullish,-0.0867,0.8359,mixed_signals,8,0,12
GOOGL,2026-06-30T12:04:03.751542,20,0.1141,slightly_bullish,0.0867,0.8359,positive_momentum,8,0,12
AMZN,2026-06-30T12:04:03.765469,20,0.1141,slightly_bullish,0.1076,0.8359,positive_momentum,8,0,12
META,2026-06-30T12:04:03.778997,20,0.1141,slightly_bullish,-0.0242,0.8359,mixed_signals,8,0,12
NVDA,2026-06-30T12:04:03.792596,20,0.1141,slightly_bullish,-0.0755,0.8359,mixed_signals,8,0,12
TSLA,2026-06-30T12:04:03.806399,20,0.1141,slightly_bullish,0.1348,0.8359,positive_momentum,8,0,12
JPM,2026-06-30T12:04:03.820200,20,0.1141,slightly_bullish,0.0893,0.8359,positive_momentum,8,0,12
V,2026-06-30T12:04:03.834182,20,0.1141,slightly_bullish,-0.0742,0.8359,mixed_signals,8,0,12
JNJ,2026-06-30T12:04:03.847705,20,0.1141,slightly_bullish,-0.0357,0.8359,mixed_signals,8,0,12
