symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-07-09T23:00:43.389942,20,0.1141,slightly_bullish,0.0117,0.8359,positive_momentum,8,0,12
MSFT,2026-07-09T23:00:43.404461,20,0.1141,slightly_bullish,0.013,0.8359,positive_momentum,8,0,12
GOOGL,2026-07-09T23:00:43.419488,20,0.1141,slightly_bullish,-0.0125,0.8359,mixed_signals,8,0,12
AMZN,2026-07-09T23:00:43.433285,20,0.1141,slightly_bullish,0.0112,0.8359,positive_momentum,8,0,12
META,2026-07-09T23:00:43.447023,20,0.1141,slightly_bullish,-0.075,0.8359,mixed_signals,8,0,12
NVDA,2026-07-09T23:00:43.511081,20,0.1141,slightly_bullish,0.0,0.8359,mixed_signals,8,0,12
TSLA,2026-07-09T23:00:43.524342,20,0.1141,slightly_bullish,-0.0594,0.8359,mixed_signals,8,0,12
JPM,2026-07-09T23:00:43.537292,20,0.1141,slightly_bullish,0.013,0.8359,positive_momentum,8,0,12
V,2026-07-09T23:00:43.550115,20,0.1141,slightly_bullish,0.0871,0.8359,positive_momentum,8,0,12
JNJ,2026-07-09T23:00:43.562621,20,0.1141,slightly_bullish,-0.0987,0.8359,mixed_signals,8,0,12
