symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-05-29T12:38:39.509506,20,0.1141,slightly_bullish,0.0117,0.8359,positive_momentum,8,0,12
MSFT,2026-05-29T12:38:39.525236,20,0.1141,slightly_bullish,0.0469,0.8359,positive_momentum,8,0,12
GOOGL,2026-05-29T12:38:39.539393,20,0.1141,slightly_bullish,-0.1023,0.8359,mixed_signals,8,0,12
AMZN,2026-05-29T12:38:39.554381,20,0.1141,slightly_bullish,0.0875,0.8359,positive_momentum,8,0,12
META,2026-05-29T12:38:39.569194,20,0.1141,slightly_bullish,-0.0514,0.8359,mixed_signals,8,0,12
NVDA,2026-05-29T12:38:39.583238,20,0.1141,slightly_bullish,0.0,0.8359,mixed_signals,8,0,12
TSLA,2026-05-29T12:38:39.597004,20,0.1141,slightly_bullish,-0.0477,0.8359,mixed_signals,8,0,12
JPM,2026-05-29T12:38:39.610844,20,0.1141,slightly_bullish,0.101,0.8359,positive_momentum,8,0,12
V,2026-05-29T12:38:39.624734,20,0.1141,slightly_bullish,-0.0125,0.8359,mixed_signals,8,0,12
JNJ,2026-05-29T12:38:39.638869,20,0.1141,slightly_bullish,-0.075,0.8359,mixed_signals,8,0,12
