symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-08-25T22:13:00.367553,20,0.1141,slightly_bullish,-0.0598,0.8359,mixed_signals,8,0,12
MSFT,2026-08-25T22:13:00.381628,20,0.1141,slightly_bullish,0.0,0.8359,mixed_signals,8,0,12
GOOGL,2026-08-25T22:13:00.395127,20,0.1141,slightly_bullish,-0.0242,0.8359,mixed_signals,8,0,12
AMZN,2026-08-25T22:13:00.409025,20,0.1141,slightly_bullish,0.1166,0.8359,positive_momentum,8,0,12
META,2026-08-25T22:13:00.423531,20,0.1141,slightly_bullish,-0.0008,0.8359,mixed_signals,8,0,12
NVDA,2026-08-25T22:13:00.436344,20,0.1141,slightly_bullish,0.0451,0.8359,positive_momentum,8,0,12
TSLA,2026-08-25T22:13:00.448872,20,0.1141,slightly_bullish,0.0005,0.8359,positive_momentum,8,0,12
JPM,2026-08-25T22:13:00.461598,20,0.1141,slightly_bullish,0.0246,0.8359,positive_momentum,8,0,12
V,2026-08-25T22:13:00.473939,20,0.1141,slightly_bullish,0.0742,0.8359,positive_momentum,8,0,12
JNJ,2026-08-25T22:13:00.486399,20,0.1141,slightly_bullish,0.0273,0.8359,positive_momentum,8,0,12
