symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-04-22T10:56:41.795249,20,0.1141,slightly_bullish,0.1469,0.8359,positive_momentum,8,0,12
MSFT,2026-04-22T10:56:41.810865,20,0.1141,slightly_bullish,-0.1496,0.8359,mixed_signals,8,0,12
GOOGL,2026-04-22T10:56:41.825154,20,0.1141,slightly_bullish,-0.012,0.8359,mixed_signals,8,0,12
AMZN,2026-04-22T10:56:41.839944,20,0.1141,slightly_bullish,0.012,0.8359,positive_momentum,8,0,12
META,2026-04-22T10:56:41.854809,20,0.1141,slightly_bullish,-0.0273,0.8359,mixed_signals,8,0,12
NVDA,2026-04-22T10:56:41.868469,20,0.1141,slightly_bullish,-0.0242,0.8359,mixed_signals,8,0,12
TSLA,2026-04-22T10:56:41.882458,20,0.1141,slightly_bullish,0.0152,0.8359,positive_momentum,8,0,12
JPM,2026-04-22T10:56:41.896596,20,0.1141,slightly_bullish,0.0268,0.8359,positive_momentum,8,0,12
V,2026-04-22T10:56:41.910151,20,0.1141,slightly_bullish,-0.0143,0.8359,mixed_signals,8,0,12
JNJ,2026-04-22T10:56:41.923455,20,0.1141,slightly_bullish,0.0477,0.8359,positive_momentum,8,0,12
