symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-04-14T15:05:52.503723,20,0.1141,slightly_bullish,0.0121,0.8359,positive_momentum,8,0,12
MSFT,2026-04-14T15:05:52.516446,20,0.1141,slightly_bullish,-0.0625,0.8359,mixed_signals,8,0,12
GOOGL,2026-04-14T15:05:52.527663,20,0.1141,slightly_bullish,0.0326,0.8359,positive_momentum,8,0,12
AMZN,2026-04-14T15:05:52.538730,20,0.1141,slightly_bullish,0.0117,0.8359,positive_momentum,8,0,12
META,2026-04-14T15:05:52.551197,20,0.1141,slightly_bullish,-0.0117,0.8359,mixed_signals,8,0,12
NVDA,2026-04-14T15:05:52.562893,20,0.1141,slightly_bullish,-0.0268,0.8359,mixed_signals,8,0,12
TSLA,2026-04-14T15:05:52.574465,20,0.1141,slightly_bullish,0.013,0.8359,positive_momentum,8,0,12
JPM,2026-04-14T15:05:52.585979,20,0.1141,slightly_bullish,0.0871,0.8359,positive_momentum,8,0,12
V,2026-04-14T15:05:52.597474,20,0.1141,slightly_bullish,0.0607,0.8359,positive_momentum,8,0,12
JNJ,2026-04-14T15:05:52.608853,20,0.1141,slightly_bullish,0.0482,0.8359,positive_momentum,8,0,12
