symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-06-12T23:05:53.174132,20,0.1141,slightly_bullish,0.063,0.8359,positive_momentum,8,0,12
MSFT,2026-06-12T23:05:53.188166,20,0.1141,slightly_bullish,-0.0951,0.8359,mixed_signals,8,0,12
GOOGL,2026-06-12T23:05:53.201829,20,0.1141,slightly_bullish,0.0416,0.8359,positive_momentum,8,0,12
AMZN,2026-06-12T23:05:53.264135,20,0.1141,slightly_bullish,0.0,0.8359,mixed_signals,8,0,12
META,2026-06-12T23:05:53.277250,20,0.1141,slightly_bullish,0.0334,0.8359,positive_momentum,8,0,12
NVDA,2026-06-12T23:05:53.289889,20,0.1141,slightly_bullish,-0.0389,0.8359,mixed_signals,8,0,12
TSLA,2026-06-12T23:05:53.302368,20,0.1141,slightly_bullish,-0.0398,0.8359,mixed_signals,8,0,12
JPM,2026-06-12T23:05:53.314804,20,0.1141,slightly_bullish,0.0625,0.8359,positive_momentum,8,0,12
V,2026-06-12T23:05:53.327389,20,0.1141,slightly_bullish,-0.0867,0.8359,mixed_signals,8,0,12
JNJ,2026-06-12T23:05:53.339807,20,0.1141,slightly_bullish,0.075,0.8359,positive_momentum,8,0,12
