symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-07-29T22:45:38.193600,20,0.1141,slightly_bullish,0.0598,0.8359,positive_momentum,8,0,12
MSFT,2026-07-29T22:45:38.204113,20,0.1141,slightly_bullish,-0.0875,0.8359,mixed_signals,8,0,12
GOOGL,2026-07-29T22:45:38.213955,20,0.1141,slightly_bullish,-0.0867,0.8359,mixed_signals,8,0,12
AMZN,2026-07-29T22:45:38.254695,20,0.1141,slightly_bullish,0.0209,0.8359,positive_momentum,8,0,12
META,2026-07-29T22:45:38.263961,20,0.1141,slightly_bullish,0.0742,0.8359,positive_momentum,8,0,12
NVDA,2026-07-29T22:45:38.272795,20,0.1141,slightly_bullish,-0.1014,0.8359,mixed_signals,8,0,12
TSLA,2026-07-29T22:45:38.281524,20,0.1141,slightly_bullish,0.1617,0.8359,positive_momentum,8,0,12
JPM,2026-07-29T22:45:38.290343,20,0.1141,slightly_bullish,-0.1135,0.8359,mixed_signals,8,0,12
V,2026-07-29T22:45:38.299153,20,0.1141,slightly_bullish,-0.0121,0.8359,mixed_signals,8,0,12
JNJ,2026-07-29T22:45:38.307868,20,0.1141,slightly_bullish,0.0893,0.8359,positive_momentum,8,0,12
