symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-07-13T16:18:43.293647,20,0.1141,slightly_bullish,0.1283,0.8359,positive_momentum,8,0,12
MSFT,2026-07-13T16:18:43.306960,20,0.1141,slightly_bullish,-0.0125,0.8359,mixed_signals,8,0,12
GOOGL,2026-07-13T16:18:43.318781,20,0.1141,slightly_bullish,-0.1348,0.8359,mixed_signals,8,0,12
AMZN,2026-07-13T16:18:43.331534,20,0.1141,slightly_bullish,-0.0742,0.8359,mixed_signals,8,0,12
META,2026-07-13T16:18:43.345347,20,0.1141,slightly_bullish,0.0273,0.8359,positive_momentum,8,0,12
NVDA,2026-07-13T16:18:43.424129,20,0.1141,slightly_bullish,-0.0742,0.8359,mixed_signals,8,0,12
TSLA,2026-07-13T16:18:43.436141,20,0.1141,slightly_bullish,-0.0871,0.8359,mixed_signals,8,0,12
JPM,2026-07-13T16:18:43.447263,20,0.1141,slightly_bullish,-0.0742,0.8359,mixed_signals,8,0,12
V,2026-07-13T16:18:43.458348,20,0.1141,slightly_bullish,0.0242,0.8359,positive_momentum,8,0,12
JNJ,2026-07-13T16:18:43.469387,20,0.1141,slightly_bullish,0.0334,0.8359,positive_momentum,8,0,12
