symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-07-31T19:03:22.129035,20,0.1141,slightly_bullish,-0.0,0.8359,mixed_signals,8,0,12
MSFT,2026-07-31T19:03:22.145523,20,0.1141,slightly_bullish,0.0602,0.8359,positive_momentum,8,0,12
GOOGL,2026-07-31T19:03:22.165522,20,0.1141,slightly_bullish,-0.0477,0.8359,mixed_signals,8,0,12
AMZN,2026-07-31T19:03:22.287256,20,0.1141,slightly_bullish,-0.013,0.8359,mixed_signals,8,0,12
META,2026-07-31T19:03:22.303740,20,0.1141,slightly_bullish,-0.0594,0.8359,mixed_signals,8,0,12
NVDA,2026-07-31T19:03:22.319310,20,0.1141,slightly_bullish,0.0117,0.8359,positive_momentum,8,0,12
TSLA,2026-07-31T19:03:22.335315,20,0.1141,slightly_bullish,0.0326,0.8359,positive_momentum,8,0,12
JPM,2026-07-31T19:03:22.351420,20,0.1141,slightly_bullish,0.0389,0.8359,positive_momentum,8,0,12
V,2026-07-31T19:03:22.367543,20,0.1141,slightly_bullish,-0.0152,0.8359,mixed_signals,8,0,12
JNJ,2026-07-31T19:03:22.384398,20,0.1141,slightly_bullish,0.0209,0.8359,positive_momentum,8,0,12
