symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-08-07T10:40:10.571446,20,0.1141,slightly_bullish,-0.0143,0.8359,mixed_signals,8,0,12
MSFT,2026-08-07T10:40:10.587181,20,0.1141,slightly_bullish,0.1764,0.8359,positive_momentum,8,0,12
GOOGL,2026-08-07T10:40:10.605110,20,0.1141,slightly_bullish,0.075,0.8359,positive_momentum,8,0,12
AMZN,2026-08-07T10:40:10.622030,20,0.1141,slightly_bullish,-0.0326,0.8359,mixed_signals,8,0,12
META,2026-08-07T10:40:10.636278,20,0.1141,slightly_bullish,0.0125,0.8359,positive_momentum,8,0,12
NVDA,2026-08-07T10:40:10.653693,20,0.1141,slightly_bullish,-0.0867,0.8359,mixed_signals,8,0,12
TSLA,2026-08-07T10:40:10.669051,20,0.1141,slightly_bullish,0.0898,0.8359,positive_momentum,8,0,12
JPM,2026-08-07T10:40:10.682753,20,0.1141,slightly_bullish,0.1344,0.8359,positive_momentum,8,0,12
V,2026-08-07T10:40:10.696145,20,0.1141,slightly_bullish,0.0005,0.8359,positive_momentum,8,0,12
JNJ,2026-08-07T10:40:10.709056,20,0.1141,slightly_bullish,0.0862,0.8359,positive_momentum,8,0,12
