symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-08-06T23:46:41.361383,20,0.1141,slightly_bullish,-0.0125,0.8359,mixed_signals,8,0,12
MSFT,2026-08-06T23:46:41.378258,20,0.1141,slightly_bullish,0.0867,0.8359,positive_momentum,8,0,12
GOOGL,2026-08-06T23:46:41.392813,20,0.1141,slightly_bullish,0.0862,0.8359,positive_momentum,8,0,12
AMZN,2026-08-06T23:46:41.406470,20,0.1141,slightly_bullish,-0.0477,0.8359,mixed_signals,8,0,12
META,2026-08-06T23:46:41.421197,20,0.1141,slightly_bullish,-0.0125,0.8359,mixed_signals,8,0,12
NVDA,2026-08-06T23:46:41.435649,20,0.1141,slightly_bullish,-0.075,0.8359,mixed_signals,8,0,12
TSLA,2026-08-06T23:46:41.449767,20,0.1141,slightly_bullish,-0.075,0.8359,mixed_signals,8,0,12
JPM,2026-08-06T23:46:41.463253,20,0.1141,slightly_bullish,0.0867,0.8359,positive_momentum,8,0,12
V,2026-08-06T23:46:41.476692,20,0.1141,slightly_bullish,-0.0268,0.8359,mixed_signals,8,0,12
JNJ,2026-08-06T23:46:41.490002,20,0.1141,slightly_bullish,-0.0393,0.8359,mixed_signals,8,0,12
