symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-05-05T19:02:18.224348,20,0.1141,slightly_bullish,-0.0893,0.8359,mixed_signals,8,0,12
MSFT,2026-05-05T19:02:18.239988,20,0.1141,slightly_bullish,-0.0242,0.8359,mixed_signals,8,0,12
GOOGL,2026-05-05T19:02:18.253648,20,0.1141,slightly_bullish,-0.051,0.8359,mixed_signals,8,0,12
AMZN,2026-05-05T19:02:18.266953,20,0.1141,slightly_bullish,-0.0264,0.8359,mixed_signals,8,0,12
META,2026-05-05T19:02:18.281385,20,0.1141,slightly_bullish,0.0143,0.8359,positive_momentum,8,0,12
NVDA,2026-05-05T19:02:18.294982,20,0.1141,slightly_bullish,-0.075,0.8359,mixed_signals,8,0,12
TSLA,2026-05-05T19:02:18.308509,20,0.1141,slightly_bullish,0.0,0.8359,mixed_signals,8,0,12
JPM,2026-05-05T19:02:18.321955,20,0.1141,slightly_bullish,0.0,0.8359,mixed_signals,8,0,12
V,2026-05-05T19:02:18.335445,20,0.1141,slightly_bullish,-0.0594,0.8359,mixed_signals,8,0,12
JNJ,2026-05-05T19:02:18.348774,20,0.1141,slightly_bullish,0.0607,0.8359,positive_momentum,8,0,12
