symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-05-08T15:12:23.435103,20,0.1141,slightly_bullish,0.0867,0.8359,positive_momentum,8,0,12
MSFT,2026-05-08T15:12:23.447812,20,0.1141,slightly_bullish,-0.0143,0.8359,mixed_signals,8,0,12
GOOGL,2026-05-08T15:12:23.459909,20,0.1141,slightly_bullish,0.0,0.8359,mixed_signals,8,0,12
AMZN,2026-05-08T15:12:23.471344,20,0.1141,slightly_bullish,0.0013,0.8359,positive_momentum,8,0,12
META,2026-05-08T15:12:23.483443,20,0.1141,slightly_bullish,0.0871,0.8359,positive_momentum,8,0,12
NVDA,2026-05-08T15:12:23.494882,20,0.1141,slightly_bullish,-0.0898,0.8359,mixed_signals,8,0,12
TSLA,2026-05-08T15:12:23.506068,20,0.1141,slightly_bullish,-0.075,0.8359,mixed_signals,8,0,12
JPM,2026-05-08T15:12:23.517379,20,0.1141,slightly_bullish,-0.0152,0.8359,mixed_signals,8,0,12
V,2026-05-08T15:12:23.528738,20,0.1141,slightly_bullish,0.0723,0.8359,positive_momentum,8,0,12
JNJ,2026-05-08T15:12:23.539805,20,0.1141,slightly_bullish,0.0598,0.8359,positive_momentum,8,0,12
