symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-05-25T19:12:14.004860,20,0.1141,slightly_bullish,-0.0745,0.8359,mixed_signals,8,0,12
MSFT,2026-05-25T19:12:14.019410,20,0.1141,slightly_bullish,0.0268,0.8359,positive_momentum,8,0,12
GOOGL,2026-05-25T19:12:14.033169,20,0.1141,slightly_bullish,0.0,0.8359,mixed_signals,8,0,12
AMZN,2026-05-25T19:12:14.047084,20,0.1141,slightly_bullish,-0.0125,0.8359,mixed_signals,8,0,12
META,2026-05-25T19:12:14.060418,20,0.1141,slightly_bullish,-0.0117,0.8359,mixed_signals,8,0,12
NVDA,2026-05-25T19:12:14.073595,20,0.1141,slightly_bullish,0.0742,0.8359,positive_momentum,8,0,12
TSLA,2026-05-25T19:12:14.087014,20,0.1141,slightly_bullish,0.0867,0.8359,positive_momentum,8,0,12
JPM,2026-05-25T19:12:14.100314,20,0.1141,slightly_bullish,-0.0,0.8359,mixed_signals,8,0,12
V,2026-05-25T19:12:14.113965,20,0.1141,slightly_bullish,0.075,0.8359,positive_momentum,8,0,12
JNJ,2026-05-25T19:12:14.127365,20,0.1141,slightly_bullish,0.0482,0.8359,positive_momentum,8,0,12
