symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-03-30T10:53:50.204928,20,0.1141,slightly_bullish,0.0209,0.8359,positive_momentum,8,0,12
MSFT,2026-03-30T10:53:50.217455,20,0.1141,slightly_bullish,-0.1023,0.8359,mixed_signals,8,0,12
GOOGL,2026-03-30T10:53:50.228427,20,0.1141,slightly_bullish,-0.062,0.8359,mixed_signals,8,0,12
AMZN,2026-03-30T10:53:50.239133,20,0.1141,slightly_bullish,-0.0482,0.8359,mixed_signals,8,0,12
META,2026-03-30T10:53:50.249883,20,0.1141,slightly_bullish,0.0357,0.8359,positive_momentum,8,0,12
NVDA,2026-03-30T10:53:50.260787,20,0.1141,slightly_bullish,0.075,0.8359,positive_momentum,8,0,12
TSLA,2026-03-30T10:53:50.272215,20,0.1141,slightly_bullish,0.0541,0.8359,positive_momentum,8,0,12
JPM,2026-03-30T10:53:50.283091,20,0.1141,slightly_bullish,0.062,0.8359,positive_momentum,8,0,12
V,2026-03-30T10:53:50.293908,20,0.1141,slightly_bullish,-0.0469,0.8359,mixed_signals,8,0,12
JNJ,2026-03-30T10:53:50.304786,20,0.1141,slightly_bullish,0.0742,0.8359,positive_momentum,8,0,12
