symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-09-08T23:44:02.552384,20,0.1141,slightly_bullish,-0.0209,0.8359,mixed_signals,8,0,12
MSFT,2026-09-08T23:44:02.568677,20,0.1141,slightly_bullish,0.0477,0.8359,positive_momentum,8,0,12
GOOGL,2026-09-08T23:44:02.583933,20,0.1141,slightly_bullish,0.0385,0.8359,positive_momentum,8,0,12
AMZN,2026-09-08T23:44:02.600003,20,0.1141,slightly_bullish,-0.0125,0.8359,mixed_signals,8,0,12
META,2026-09-08T23:44:02.614927,20,0.1141,slightly_bullish,0.0273,0.8359,positive_momentum,8,0,12
NVDA,2026-09-08T23:44:02.629378,20,0.1141,slightly_bullish,-0.1018,0.8359,mixed_signals,8,0,12
TSLA,2026-09-08T23:44:02.643569,20,0.1141,slightly_bullish,-0.0148,0.8359,mixed_signals,8,0,12
JPM,2026-09-08T23:44:02.656474,20,0.1141,slightly_bullish,-0.1076,0.8359,mixed_signals,8,0,12
V,2026-09-08T23:44:02.672369,20,0.1141,slightly_bullish,-0.0389,0.8359,mixed_signals,8,0,12
JNJ,2026-09-08T23:44:02.687216,20,0.1141,slightly_bullish,-0.0385,0.8359,mixed_signals,8,0,12
