symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-03-26T10:41:42.714206,20,0.1141,slightly_bullish,-0.0416,0.8359,mixed_signals,8,0,12
MSFT,2026-03-26T10:41:42.726523,20,0.1141,slightly_bullish,0.013,0.8359,positive_momentum,8,0,12
GOOGL,2026-03-26T10:41:42.737382,20,0.1141,slightly_bullish,-0.0723,0.8359,mixed_signals,8,0,12
AMZN,2026-03-26T10:41:42.748188,20,0.1141,slightly_bullish,0.0482,0.8359,positive_momentum,8,0,12
META,2026-03-26T10:41:42.759065,20,0.1141,slightly_bullish,-0.0117,0.8359,mixed_signals,8,0,12
NVDA,2026-03-26T10:41:42.770038,20,0.1141,slightly_bullish,0.0005,0.8359,positive_momentum,8,0,12
TSLA,2026-03-26T10:41:42.780798,20,0.1141,slightly_bullish,-0.026,0.8359,mixed_signals,8,0,12
JPM,2026-03-26T10:41:42.791737,20,0.1141,slightly_bullish,0.0326,0.8359,positive_momentum,8,0,12
V,2026-03-26T10:41:42.803340,20,0.1141,slightly_bullish,-0.0268,0.8359,mixed_signals,8,0,12
JNJ,2026-03-26T10:41:42.814292,20,0.1141,slightly_bullish,-0.1742,0.8359,mixed_signals,8,0,12
