symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-04-10T22:25:14.920917,20,0.1141,slightly_bullish,0.1014,0.8359,positive_momentum,8,0,12
MSFT,2026-04-10T22:25:14.934281,20,0.1141,slightly_bullish,-0.0005,0.8359,mixed_signals,8,0,12
GOOGL,2026-04-10T22:25:14.946667,20,0.1141,slightly_bullish,0.1023,0.8359,positive_momentum,8,0,12
AMZN,2026-04-10T22:25:14.958716,20,0.1141,slightly_bullish,0.063,0.8359,positive_momentum,8,0,12
META,2026-04-10T22:25:14.971051,20,0.1141,slightly_bullish,-0.1014,0.8359,mixed_signals,8,0,12
NVDA,2026-04-10T22:25:14.983904,20,0.1141,slightly_bullish,-0.063,0.8359,mixed_signals,8,0,12
TSLA,2026-04-10T22:25:14.996185,20,0.1141,slightly_bullish,0.1492,0.8359,positive_momentum,8,0,12
JPM,2026-04-10T22:25:15.008309,20,0.1141,slightly_bullish,-0.063,0.8359,mixed_signals,8,0,12
V,2026-04-10T22:25:15.020588,20,0.1141,slightly_bullish,-0.0121,0.8359,mixed_signals,8,0,12
JNJ,2026-04-10T22:25:15.032966,20,0.1141,slightly_bullish,-0.0268,0.8359,mixed_signals,8,0,12
