symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-06-25T16:13:15.315856,20,0.1141,slightly_bullish,-0.1139,0.8359,mixed_signals,8,0,12
MSFT,2026-06-25T16:13:15.334968,20,0.1141,slightly_bullish,0.0898,0.8359,positive_momentum,8,0,12
GOOGL,2026-06-25T16:13:15.351751,20,0.1141,slightly_bullish,0.0898,0.8359,positive_momentum,8,0,12
AMZN,2026-06-25T16:13:15.363376,20,0.1141,slightly_bullish,-0.051,0.8359,mixed_signals,8,0,12
META,2026-06-25T16:13:15.374940,20,0.1141,slightly_bullish,-0.0745,0.8359,mixed_signals,8,0,12
NVDA,2026-06-25T16:13:15.386139,20,0.1141,slightly_bullish,0.0125,0.8359,positive_momentum,8,0,12
TSLA,2026-06-25T16:13:15.397611,20,0.1141,slightly_bullish,0.0393,0.8359,positive_momentum,8,0,12
JPM,2026-06-25T16:13:15.409158,20,0.1141,slightly_bullish,-0.1018,0.8359,mixed_signals,8,0,12
V,2026-06-25T16:13:15.420892,20,0.1141,slightly_bullish,0.0334,0.8359,positive_momentum,8,0,12
JNJ,2026-06-25T16:13:15.431821,20,0.1141,slightly_bullish,-0.051,0.8359,mixed_signals,8,0,12
