symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-04-17T22:26:46.238957,20,0.1141,slightly_bullish,-0.1219,0.8359,mixed_signals,8,0,12
MSFT,2026-04-17T22:26:46.253636,20,0.1141,slightly_bullish,0.1166,0.8359,positive_momentum,8,0,12
GOOGL,2026-04-17T22:26:46.266687,20,0.1141,slightly_bullish,0.0477,0.8359,positive_momentum,8,0,12
AMZN,2026-04-17T22:26:46.279526,20,0.1141,slightly_bullish,0.075,0.8359,positive_momentum,8,0,12
META,2026-04-17T22:26:46.293342,20,0.1141,slightly_bullish,0.0867,0.8359,positive_momentum,8,0,12
NVDA,2026-04-17T22:26:46.307461,20,0.1141,slightly_bullish,-0.1492,0.8359,mixed_signals,8,0,12
TSLA,2026-04-17T22:26:46.320321,20,0.1141,slightly_bullish,0.0745,0.8359,positive_momentum,8,0,12
JPM,2026-04-17T22:26:46.333227,20,0.1141,slightly_bullish,-0.0867,0.8359,mixed_signals,8,0,12
V,2026-04-17T22:26:46.345805,20,0.1141,slightly_bullish,-0.0273,0.8359,mixed_signals,8,0,12
JNJ,2026-04-17T22:26:46.358471,20,0.1141,slightly_bullish,0.0473,0.8359,positive_momentum,8,0,12
