symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-06-11T23:13:08.312204,20,0.1141,slightly_bullish,0.0482,0.8359,positive_momentum,8,0,12
MSFT,2026-06-11T23:13:08.325599,20,0.1141,slightly_bullish,-0.0992,0.8359,mixed_signals,8,0,12
GOOGL,2026-06-11T23:13:08.338357,20,0.1141,slightly_bullish,-0.0482,0.8359,mixed_signals,8,0,12
AMZN,2026-06-11T23:13:08.411829,20,0.1141,slightly_bullish,-0.0273,0.8359,mixed_signals,8,0,12
META,2026-06-11T23:13:08.423774,20,0.1141,slightly_bullish,0.1135,0.8359,positive_momentum,8,0,12
NVDA,2026-06-11T23:13:08.435265,20,0.1141,slightly_bullish,0.1617,0.8359,positive_momentum,8,0,12
TSLA,2026-06-11T23:13:08.446878,20,0.1141,slightly_bullish,0.012,0.8359,positive_momentum,8,0,12
JPM,2026-06-11T23:13:08.458192,20,0.1141,slightly_bullish,0.0273,0.8359,positive_momentum,8,0,12
V,2026-06-11T23:13:08.469564,20,0.1141,slightly_bullish,-0.0451,0.8359,mixed_signals,8,0,12
JNJ,2026-06-11T23:13:08.481054,20,0.1141,slightly_bullish,0.0031,0.8359,positive_momentum,8,0,12
