symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-09-15T00:03:13.587264,20,0.1141,slightly_bullish,0.0156,0.8359,positive_momentum,8,0,12
MSFT,2026-09-15T00:03:13.598583,20,0.1141,slightly_bullish,0.0005,0.8359,positive_momentum,8,0,12
GOOGL,2026-09-15T00:03:13.608537,20,0.1141,slightly_bullish,-0.0008,0.8359,mixed_signals,8,0,12
AMZN,2026-09-15T00:03:13.618499,20,0.1141,slightly_bullish,-0.1617,0.8359,mixed_signals,8,0,12
META,2026-09-15T00:03:13.628036,20,0.1141,slightly_bullish,0.0143,0.8359,positive_momentum,8,0,12
NVDA,2026-09-15T00:03:13.637444,20,0.1141,slightly_bullish,0.075,0.8359,positive_momentum,8,0,12
TSLA,2026-09-15T00:03:13.647100,20,0.1141,slightly_bullish,0.0,0.8359,mixed_signals,8,0,12
JPM,2026-09-15T00:03:13.660012,20,0.1141,slightly_bullish,-0.1617,0.8359,mixed_signals,8,0,12
V,2026-09-15T00:03:13.671452,20,0.1141,slightly_bullish,0.0594,0.8359,positive_momentum,8,0,12
JNJ,2026-09-15T00:03:13.680710,20,0.1141,slightly_bullish,-0.0719,0.8359,mixed_signals,8,0,12
