symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-08-14T10:45:30.774951,20,0.1141,slightly_bullish,0.0867,0.8359,positive_momentum,8,0,12
MSFT,2026-08-14T10:45:30.791989,20,0.1141,slightly_bullish,0.0273,0.8359,positive_momentum,8,0,12
GOOGL,2026-08-14T10:45:30.806575,20,0.1141,slightly_bullish,-0.0602,0.8359,mixed_signals,8,0,12
AMZN,2026-08-14T10:45:30.821522,20,0.1141,slightly_bullish,-0.0273,0.8359,mixed_signals,8,0,12
META,2026-08-14T10:45:30.836835,20,0.1141,slightly_bullish,-0.0268,0.8359,mixed_signals,8,0,12
NVDA,2026-08-14T10:45:30.856437,20,0.1141,slightly_bullish,0.0148,0.8359,positive_momentum,8,0,12
TSLA,2026-08-14T10:45:30.871312,20,0.1141,slightly_bullish,-0.0393,0.8359,mixed_signals,8,0,12
JPM,2026-08-14T10:45:30.884640,20,0.1141,slightly_bullish,0.0152,0.8359,positive_momentum,8,0,12
V,2026-08-14T10:45:30.897885,20,0.1141,slightly_bullish,-0.0143,0.8359,mixed_signals,8,0,12
JNJ,2026-08-14T10:45:30.911108,20,0.1141,slightly_bullish,-0.0156,0.8359,mixed_signals,8,0,12
