symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-09-15T14:31:22.409091,20,0.1141,slightly_bullish,0.0389,0.8359,positive_momentum,8,0,12
MSFT,2026-09-15T14:31:22.426500,20,0.1141,slightly_bullish,-0.0398,0.8359,mixed_signals,8,0,12
GOOGL,2026-09-15T14:31:22.441977,20,0.1141,slightly_bullish,-0.0992,0.8359,mixed_signals,8,0,12
AMZN,2026-09-15T14:31:22.457323,20,0.1141,slightly_bullish,-0.087,0.8359,mixed_signals,8,0,12
META,2026-09-15T14:31:22.473587,20,0.1141,slightly_bullish,0.0008,0.8359,positive_momentum,8,0,12
NVDA,2026-09-15T14:31:22.493032,20,0.1141,slightly_bullish,-0.063,0.8359,mixed_signals,8,0,12
TSLA,2026-09-15T14:31:22.508308,20,0.1141,slightly_bullish,-0.0482,0.8359,mixed_signals,8,0,12
JPM,2026-09-15T14:31:22.523201,20,0.1141,slightly_bullish,-0.0273,0.8359,mixed_signals,8,0,12
V,2026-09-15T14:31:22.538187,20,0.1141,slightly_bullish,0.0143,0.8359,positive_momentum,8,0,12
JNJ,2026-09-15T14:31:22.552701,20,0.1141,slightly_bullish,0.0416,0.8359,positive_momentum,8,0,12
