symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-09-09T17:34:29.079280,20,0.1141,slightly_bullish,0.0416,0.8359,positive_momentum,8,0,12
MSFT,2026-09-09T17:34:29.094835,20,0.1141,slightly_bullish,-0.0125,0.8359,mixed_signals,8,0,12
GOOGL,2026-09-09T17:34:29.109956,20,0.1141,slightly_bullish,0.0,0.8359,mixed_signals,8,0,12
AMZN,2026-09-09T17:34:29.123926,20,0.1141,slightly_bullish,0.0268,0.8359,positive_momentum,8,0,12
META,2026-09-09T17:34:29.137656,20,0.1141,slightly_bullish,-0.0005,0.8359,mixed_signals,8,0,12
NVDA,2026-09-09T17:34:29.152020,20,0.1141,slightly_bullish,-0.1492,0.8359,mixed_signals,8,0,12
TSLA,2026-09-09T17:34:29.164961,20,0.1141,slightly_bullish,0.0867,0.8359,positive_momentum,8,0,12
JPM,2026-09-09T17:34:29.177434,20,0.1141,slightly_bullish,0.012,0.8359,positive_momentum,8,0,12
V,2026-09-09T17:34:29.190136,20,0.1141,slightly_bullish,-0.0125,0.8359,mixed_signals,8,0,12
JNJ,2026-09-09T17:34:29.202689,20,0.1141,slightly_bullish,0.0281,0.8359,positive_momentum,8,0,12
