symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-05-21T12:38:03.529561,20,0.1141,slightly_bullish,-0.0746,0.8359,mixed_signals,8,0,12
MSFT,2026-05-21T12:38:03.544060,20,0.1141,slightly_bullish,-0.0125,0.8359,mixed_signals,8,0,12
GOOGL,2026-05-21T12:38:03.557763,20,0.1141,slightly_bullish,-0.0125,0.8359,mixed_signals,8,0,12
AMZN,2026-05-21T12:38:03.571778,20,0.1141,slightly_bullish,-0.075,0.8359,mixed_signals,8,0,12
META,2026-05-21T12:38:03.585965,20,0.1141,slightly_bullish,0.0352,0.8359,positive_momentum,8,0,12
NVDA,2026-05-21T12:38:03.599363,20,0.1141,slightly_bullish,0.0875,0.8359,positive_momentum,8,0,12
TSLA,2026-05-21T12:38:03.612761,20,0.1141,slightly_bullish,-0.0875,0.8359,mixed_signals,8,0,12
JPM,2026-05-21T12:38:03.626155,20,0.1141,slightly_bullish,-0.075,0.8359,mixed_signals,8,0,12
V,2026-05-21T12:38:03.639685,20,0.1141,slightly_bullish,0.0005,0.8359,positive_momentum,8,0,12
JNJ,2026-05-21T12:38:03.652923,20,0.1141,slightly_bullish,0.0,0.8359,mixed_signals,8,0,12
