symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-04-16T10:54:18.853183,20,0.1141,slightly_bullish,0.0,0.8359,mixed_signals,8,0,12
MSFT,2026-04-16T10:54:18.868081,20,0.1141,slightly_bullish,0.0005,0.8359,positive_momentum,8,0,12
GOOGL,2026-04-16T10:54:18.881347,20,0.1141,slightly_bullish,-0.0745,0.8359,mixed_signals,8,0,12
AMZN,2026-04-16T10:54:18.894709,20,0.1141,slightly_bullish,0.0242,0.8359,positive_momentum,8,0,12
META,2026-04-16T10:54:18.908732,20,0.1141,slightly_bullish,-0.0273,0.8359,mixed_signals,8,0,12
NVDA,2026-04-16T10:54:18.922232,20,0.1141,slightly_bullish,-0.1023,0.8359,mixed_signals,8,0,12
TSLA,2026-04-16T10:54:18.935445,20,0.1141,slightly_bullish,0.0867,0.8359,positive_momentum,8,0,12
JPM,2026-04-16T10:54:18.948516,20,0.1141,slightly_bullish,0.0598,0.8359,positive_momentum,8,0,12
V,2026-04-16T10:54:18.961737,20,0.1141,slightly_bullish,-0.0273,0.8359,mixed_signals,8,0,12
JNJ,2026-04-16T10:54:18.974606,20,0.1141,slightly_bullish,0.0398,0.8359,positive_momentum,8,0,12
