symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-06-22T20:29:35.163019,20,0.1141,slightly_bullish,-0.0143,0.8359,mixed_signals,8,0,12
MSFT,2026-06-22T20:29:35.177001,20,0.1141,slightly_bullish,0.0469,0.8359,positive_momentum,8,0,12
GOOGL,2026-06-22T20:29:35.188586,20,0.1141,slightly_bullish,0.0,0.8359,mixed_signals,8,0,12
AMZN,2026-06-22T20:29:35.199868,20,0.1141,slightly_bullish,-0.0598,0.8359,mixed_signals,8,0,12
META,2026-06-22T20:29:35.211168,20,0.1141,slightly_bullish,0.1492,0.8359,positive_momentum,8,0,12
NVDA,2026-06-22T20:29:35.222650,20,0.1141,slightly_bullish,0.0201,0.8359,positive_momentum,8,0,12
TSLA,2026-06-22T20:29:35.234062,20,0.1141,slightly_bullish,0.1014,0.8359,positive_momentum,8,0,12
JPM,2026-06-22T20:29:35.245464,20,0.1141,slightly_bullish,-0.1135,0.8359,mixed_signals,8,0,12
V,2026-06-22T20:29:35.256824,20,0.1141,slightly_bullish,0.087,0.8359,positive_momentum,8,0,12
JNJ,2026-06-22T20:29:35.268166,20,0.1141,slightly_bullish,0.051,0.8359,positive_momentum,8,0,12
