symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-04-21T18:54:35.447377,20,0.1141,slightly_bullish,0.0,0.8359,mixed_signals,8,0,12
MSFT,2026-04-21T18:54:35.463540,20,0.1141,slightly_bullish,-0.075,0.8359,mixed_signals,8,0,12
GOOGL,2026-04-21T18:54:35.478793,20,0.1141,slightly_bullish,0.0117,0.8359,positive_momentum,8,0,12
AMZN,2026-04-21T18:54:35.493835,20,0.1141,slightly_bullish,-0.0746,0.8359,mixed_signals,8,0,12
META,2026-04-21T18:54:35.509385,20,0.1141,slightly_bullish,0.0352,0.8359,positive_momentum,8,0,12
NVDA,2026-04-21T18:54:35.524454,20,0.1141,slightly_bullish,0.075,0.8359,positive_momentum,8,0,12
TSLA,2026-04-21T18:54:35.538891,20,0.1141,slightly_bullish,0.0156,0.8359,positive_momentum,8,0,12
JPM,2026-04-21T18:54:35.553316,20,0.1141,slightly_bullish,0.0477,0.8359,positive_momentum,8,0,12
V,2026-04-21T18:54:35.567759,20,0.1141,slightly_bullish,0.0117,0.8359,positive_momentum,8,0,12
JNJ,2026-04-21T18:54:35.582317,20,0.1141,slightly_bullish,0.101,0.8359,positive_momentum,8,0,12
