symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-08-04T11:53:06.383679,20,0.1141,slightly_bullish,0.0951,0.8359,positive_momentum,8,0,12
MSFT,2026-08-04T11:53:06.400552,20,0.1141,slightly_bullish,-0.101,0.8359,mixed_signals,8,0,12
GOOGL,2026-08-04T11:53:06.416585,20,0.1141,slightly_bullish,-0.0598,0.8359,mixed_signals,8,0,12
AMZN,2026-08-04T11:53:06.431260,20,0.1141,slightly_bullish,0.0268,0.8359,positive_momentum,8,0,12
META,2026-08-04T11:53:06.447426,20,0.1141,slightly_bullish,-0.1473,0.8359,mixed_signals,8,0,12
NVDA,2026-08-04T11:53:06.463033,20,0.1141,slightly_bullish,0.0385,0.8359,positive_momentum,8,0,12
TSLA,2026-08-04T11:53:06.477509,20,0.1141,slightly_bullish,0.0268,0.8359,positive_momentum,8,0,12
JPM,2026-08-04T11:53:06.491009,20,0.1141,slightly_bullish,0.0871,0.8359,positive_momentum,8,0,12
V,2026-08-04T11:53:06.504968,20,0.1141,slightly_bullish,0.0723,0.8359,positive_momentum,8,0,12
JNJ,2026-08-04T11:53:06.519307,20,0.1141,slightly_bullish,0.0482,0.8359,positive_momentum,8,0,12
