symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-03-30T22:23:35.757377,20,0.1141,slightly_bullish,-0.0273,0.8359,mixed_signals,8,0,12
MSFT,2026-03-30T22:23:35.769454,20,0.1141,slightly_bullish,-0.0357,0.8359,mixed_signals,8,0,12
GOOGL,2026-03-30T22:23:35.780010,20,0.1141,slightly_bullish,-0.0898,0.8359,mixed_signals,8,0,12
AMZN,2026-03-30T22:23:35.790715,20,0.1141,slightly_bullish,0.0,0.8359,mixed_signals,8,0,12
META,2026-03-30T22:23:35.801460,20,0.1141,slightly_bullish,0.0117,0.8359,positive_momentum,8,0,12
NVDA,2026-03-30T22:23:35.811947,20,0.1141,slightly_bullish,-0.0398,0.8359,mixed_signals,8,0,12
TSLA,2026-03-30T22:23:35.823401,20,0.1141,slightly_bullish,0.0,0.8359,mixed_signals,8,0,12
JPM,2026-03-30T22:23:35.833925,20,0.1141,slightly_bullish,-0.0875,0.8359,mixed_signals,8,0,12
V,2026-03-30T22:23:35.844361,20,0.1141,slightly_bullish,-0.0893,0.8359,mixed_signals,8,0,12
JNJ,2026-03-30T22:23:35.854736,20,0.1141,slightly_bullish,-0.0385,0.8359,mixed_signals,8,0,12
