symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-07-17T22:36:33.638834,20,0.1141,slightly_bullish,-0.0594,0.8359,mixed_signals,8,0,12
MSFT,2026-07-17T22:36:33.654382,20,0.1141,slightly_bullish,-0.0209,0.8359,mixed_signals,8,0,12
GOOGL,2026-07-17T22:36:33.668188,20,0.1141,slightly_bullish,-0.075,0.8359,mixed_signals,8,0,12
AMZN,2026-07-17T22:36:33.681416,20,0.1141,slightly_bullish,-0.0482,0.8359,mixed_signals,8,0,12
META,2026-07-17T22:36:33.694847,20,0.1141,slightly_bullish,-0.0533,0.8359,mixed_signals,8,0,12
NVDA,2026-07-17T22:36:33.761489,20,0.1141,slightly_bullish,0.1166,0.8359,positive_momentum,8,0,12
TSLA,2026-07-17T22:36:33.774111,20,0.1141,slightly_bullish,0.0742,0.8359,positive_momentum,8,0,12
JPM,2026-07-17T22:36:33.786318,20,0.1141,slightly_bullish,0.0742,0.8359,positive_momentum,8,0,12
V,2026-07-17T22:36:33.798615,20,0.1141,slightly_bullish,-0.126,0.8359,mixed_signals,8,0,12
JNJ,2026-07-17T22:36:33.810767,20,0.1141,slightly_bullish,-0.0533,0.8359,mixed_signals,8,0,12
