symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-09-01T20:13:45.236939,20,0.1141,slightly_bullish,-0.075,0.8359,mixed_signals,8,0,12
MSFT,2026-09-01T20:13:45.252657,20,0.1141,slightly_bullish,-0.0625,0.8359,mixed_signals,8,0,12
GOOGL,2026-09-01T20:13:45.265580,20,0.1141,slightly_bullish,-0.087,0.8359,mixed_signals,8,0,12
AMZN,2026-09-01T20:13:45.276367,20,0.1141,slightly_bullish,-0.0143,0.8359,mixed_signals,8,0,12
META,2026-09-01T20:13:45.289440,20,0.1141,slightly_bullish,-0.0,0.8359,mixed_signals,8,0,12
NVDA,2026-09-01T20:13:45.302301,20,0.1141,slightly_bullish,0.0594,0.8359,positive_momentum,8,0,12
TSLA,2026-09-01T20:13:45.313932,20,0.1141,slightly_bullish,-0.0742,0.8359,mixed_signals,8,0,12
JPM,2026-09-01T20:13:45.323150,20,0.1141,slightly_bullish,-0.1223,0.8359,mixed_signals,8,0,12
V,2026-09-01T20:13:45.332284,20,0.1141,slightly_bullish,-0.1139,0.8359,mixed_signals,8,0,12
JNJ,2026-09-01T20:13:45.341430,20,0.1141,slightly_bullish,-0.0451,0.8359,mixed_signals,8,0,12
