symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-05-22T19:20:11.755665,20,0.1141,slightly_bullish,-0.0389,0.8359,mixed_signals,8,0,12
MSFT,2026-05-22T19:20:11.770496,20,0.1141,slightly_bullish,-0.1166,0.8359,mixed_signals,8,0,12
GOOGL,2026-05-22T19:20:11.784068,20,0.1141,slightly_bullish,-0.0242,0.8359,mixed_signals,8,0,12
AMZN,2026-05-22T19:20:11.798190,20,0.1141,slightly_bullish,0.0268,0.8359,positive_momentum,8,0,12
META,2026-05-22T19:20:11.811691,20,0.1141,slightly_bullish,0.0598,0.8359,positive_momentum,8,0,12
NVDA,2026-05-22T19:20:11.825069,20,0.1141,slightly_bullish,0.0719,0.8359,positive_momentum,8,0,12
TSLA,2026-05-22T19:20:11.838484,20,0.1141,slightly_bullish,0.1018,0.8359,positive_momentum,8,0,12
JPM,2026-05-22T19:20:11.852314,20,0.1141,slightly_bullish,-0.0268,0.8359,mixed_signals,8,0,12
V,2026-05-22T19:20:11.866592,20,0.1141,slightly_bullish,0.1139,0.8359,positive_momentum,8,0,12
JNJ,2026-05-22T19:20:11.880307,20,0.1141,slightly_bullish,-0.0125,0.8359,mixed_signals,8,0,12
