symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-04-15T22:31:49.213686,20,0.1141,slightly_bullish,0.0541,0.8359,positive_momentum,8,0,12
MSFT,2026-04-15T22:31:49.227514,20,0.1141,slightly_bullish,-0.0152,0.8359,mixed_signals,8,0,12
GOOGL,2026-04-15T22:31:49.240232,20,0.1141,slightly_bullish,-0.0326,0.8359,mixed_signals,8,0,12
AMZN,2026-04-15T22:31:49.252776,20,0.1141,slightly_bullish,-0.0242,0.8359,mixed_signals,8,0,12
META,2026-04-15T22:31:49.266271,20,0.1141,slightly_bullish,-0.0242,0.8359,mixed_signals,8,0,12
NVDA,2026-04-15T22:31:49.278709,20,0.1141,slightly_bullish,0.0867,0.8359,positive_momentum,8,0,12
TSLA,2026-04-15T22:31:49.291242,20,0.1141,slightly_bullish,-0.0398,0.8359,mixed_signals,8,0,12
JPM,2026-04-15T22:31:49.303572,20,0.1141,slightly_bullish,-0.075,0.8359,mixed_signals,8,0,12
V,2026-04-15T22:31:49.316067,20,0.1141,slightly_bullish,-0.075,0.8359,mixed_signals,8,0,12
JNJ,2026-04-15T22:31:49.328229,20,0.1141,slightly_bullish,0.0598,0.8359,positive_momentum,8,0,12
