symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-04-30T22:39:50.378565,20,0.1141,slightly_bullish,0.0,0.8359,mixed_signals,8,0,12
MSFT,2026-04-30T22:39:50.392085,20,0.1141,slightly_bullish,-0.0594,0.8359,mixed_signals,8,0,12
GOOGL,2026-04-30T22:39:50.405014,20,0.1141,slightly_bullish,0.0594,0.8359,positive_momentum,8,0,12
AMZN,2026-04-30T22:39:50.417872,20,0.1141,slightly_bullish,0.0867,0.8359,positive_momentum,8,0,12
META,2026-04-30T22:39:50.431168,20,0.1141,slightly_bullish,-0.0666,0.8359,mixed_signals,8,0,12
NVDA,2026-04-30T22:39:50.443649,20,0.1141,slightly_bullish,0.0112,0.8359,positive_momentum,8,0,12
TSLA,2026-04-30T22:39:50.456206,20,0.1141,slightly_bullish,-0.0004,0.8359,mixed_signals,8,0,12
JPM,2026-04-30T22:39:50.468860,20,0.1141,slightly_bullish,-0.0477,0.8359,mixed_signals,8,0,12
V,2026-04-30T22:39:50.481795,20,0.1141,slightly_bullish,-0.126,0.8359,mixed_signals,8,0,12
JNJ,2026-04-30T22:39:50.494453,20,0.1141,slightly_bullish,0.0745,0.8359,positive_momentum,8,0,12
