symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-08-13T14:49:18.801355,20,0.1141,slightly_bullish,0.0541,0.8359,positive_momentum,8,0,12
MSFT,2026-08-13T14:49:18.819277,20,0.1141,slightly_bullish,0.0867,0.8359,positive_momentum,8,0,12
GOOGL,2026-08-13T14:49:18.835497,20,0.1141,slightly_bullish,-0.0398,0.8359,mixed_signals,8,0,12
AMZN,2026-08-13T14:49:18.849533,20,0.1141,slightly_bullish,0.0598,0.8359,positive_momentum,8,0,12
META,2026-08-13T14:49:18.862748,20,0.1141,slightly_bullish,-0.0357,0.8359,mixed_signals,8,0,12
NVDA,2026-08-13T14:49:18.879991,20,0.1141,slightly_bullish,-0.0,0.8359,mixed_signals,8,0,12
TSLA,2026-08-13T14:49:18.897593,20,0.1141,slightly_bullish,-0.0273,0.8359,mixed_signals,8,0,12
JPM,2026-08-13T14:49:18.911655,20,0.1141,slightly_bullish,-0.0719,0.8359,mixed_signals,8,0,12
V,2026-08-13T14:49:18.924370,20,0.1141,slightly_bullish,0.0742,0.8359,positive_momentum,8,0,12
JNJ,2026-08-13T14:49:18.936980,20,0.1141,slightly_bullish,-0.1135,0.8359,mixed_signals,8,0,12
