symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-09-24T14:29:31.848504,20,0.1141,slightly_bullish,-0.0867,0.8359,mixed_signals,8,0,12
MSFT,2026-09-24T14:29:31.863044,20,0.1141,slightly_bullish,0.0737,0.8359,positive_momentum,8,0,12
GOOGL,2026-09-24T14:29:31.880148,20,0.1141,slightly_bullish,-0.0541,0.8359,mixed_signals,8,0,12
AMZN,2026-09-24T14:29:31.896852,20,0.1141,slightly_bullish,0.0451,0.8359,positive_momentum,8,0,12
META,2026-09-24T14:29:31.910887,20,0.1141,slightly_bullish,-0.1617,0.8359,mixed_signals,8,0,12
NVDA,2026-09-24T14:29:31.923868,20,0.1141,slightly_bullish,0.0746,0.8359,positive_momentum,8,0,12
TSLA,2026-09-24T14:29:31.936823,20,0.1141,slightly_bullish,0.0477,0.8359,positive_momentum,8,0,12
JPM,2026-09-24T14:29:31.949076,20,0.1141,slightly_bullish,-0.101,0.8359,mixed_signals,8,0,12
V,2026-09-24T14:29:31.961887,20,0.1141,slightly_bullish,-0.0334,0.8359,mixed_signals,8,0,12
JNJ,2026-09-24T14:29:32.024761,20,0.1141,slightly_bullish,0.0477,0.8359,positive_momentum,8,0,12
