symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-07-14T22:44:22.033116,20,0.1141,slightly_bullish,0.0898,0.8359,positive_momentum,8,0,12
MSFT,2026-07-14T22:44:22.048140,20,0.1141,slightly_bullish,-0.1617,0.8359,mixed_signals,8,0,12
GOOGL,2026-07-14T22:44:22.062980,20,0.1141,slightly_bullish,-0.0273,0.8359,mixed_signals,8,0,12
AMZN,2026-07-14T22:44:22.077431,20,0.1141,slightly_bullish,-0.0723,0.8359,mixed_signals,8,0,12
META,2026-07-14T22:44:22.092595,20,0.1141,slightly_bullish,0.0148,0.8359,positive_momentum,8,0,12
NVDA,2026-07-14T22:44:22.154678,20,0.1141,slightly_bullish,-0.0156,0.8359,mixed_signals,8,0,12
TSLA,2026-07-14T22:44:22.167863,20,0.1141,slightly_bullish,0.0117,0.8359,positive_momentum,8,0,12
JPM,2026-07-14T22:44:22.180617,20,0.1141,slightly_bullish,0.1219,0.8359,positive_momentum,8,0,12
V,2026-07-14T22:44:22.193551,20,0.1141,slightly_bullish,0.0867,0.8359,positive_momentum,8,0,12
JNJ,2026-07-14T22:44:22.206436,20,0.1141,slightly_bullish,0.0273,0.8359,positive_momentum,8,0,12
