symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-07-15T15:15:48.851215,20,0.1141,slightly_bullish,-0.0477,0.8359,mixed_signals,8,0,12
MSFT,2026-07-15T15:15:48.865921,20,0.1141,slightly_bullish,0.0719,0.8359,positive_momentum,8,0,12
GOOGL,2026-07-15T15:15:48.879840,20,0.1141,slightly_bullish,-0.0334,0.8359,mixed_signals,8,0,12
AMZN,2026-07-15T15:15:48.892705,20,0.1141,slightly_bullish,0.1344,0.8359,positive_momentum,8,0,12
META,2026-07-15T15:15:48.906621,20,0.1141,slightly_bullish,0.0,0.8359,mixed_signals,8,0,12
NVDA,2026-07-15T15:15:48.972714,20,0.1141,slightly_bullish,-0.0875,0.8359,mixed_signals,8,0,12
TSLA,2026-07-15T15:15:48.984808,20,0.1141,slightly_bullish,-0.0326,0.8359,mixed_signals,8,0,12
JPM,2026-07-15T15:15:48.996632,20,0.1141,slightly_bullish,0.0,0.8359,mixed_signals,8,0,12
V,2026-07-15T15:15:49.008457,20,0.1141,slightly_bullish,-0.1135,0.8359,mixed_signals,8,0,12
JNJ,2026-07-15T15:15:49.020122,20,0.1141,slightly_bullish,0.0477,0.8359,positive_momentum,8,0,12
