symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-08-04T22:51:16.257277,20,0.1141,slightly_bullish,-0.0477,0.8359,mixed_signals,8,0,12
MSFT,2026-08-04T22:51:16.272771,20,0.1141,slightly_bullish,-0.1746,0.8359,mixed_signals,8,0,12
GOOGL,2026-08-04T22:51:16.287663,20,0.1141,slightly_bullish,-0.0005,0.8359,mixed_signals,8,0,12
AMZN,2026-08-04T22:51:16.303118,20,0.1141,slightly_bullish,-0.0005,0.8359,mixed_signals,8,0,12
META,2026-08-04T22:51:16.318716,20,0.1141,slightly_bullish,0.1076,0.8359,positive_momentum,8,0,12
NVDA,2026-08-04T22:51:16.336322,20,0.1141,slightly_bullish,-0.0326,0.8359,mixed_signals,8,0,12
TSLA,2026-08-04T22:51:16.353842,20,0.1141,slightly_bullish,0.0987,0.8359,positive_momentum,8,0,12
JPM,2026-08-04T22:51:16.368485,20,0.1141,slightly_bullish,-0.1348,0.8359,mixed_signals,8,0,12
V,2026-08-04T22:51:16.381526,20,0.1141,slightly_bullish,-0.1264,0.8359,mixed_signals,8,0,12
JNJ,2026-08-04T22:51:16.394484,20,0.1141,slightly_bullish,-0.0273,0.8359,mixed_signals,8,0,12
