symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-08-14T14:43:31.864205,20,0.1141,slightly_bullish,0.0,0.8359,mixed_signals,8,0,12
MSFT,2026-08-14T14:43:31.876831,20,0.1141,slightly_bullish,-0.0625,0.8359,mixed_signals,8,0,12
GOOGL,2026-08-14T14:43:31.889683,20,0.1141,slightly_bullish,-0.0393,0.8359,mixed_signals,8,0,12
AMZN,2026-08-14T14:43:31.901562,20,0.1141,slightly_bullish,0.075,0.8359,positive_momentum,8,0,12
META,2026-08-14T14:43:31.913656,20,0.1141,slightly_bullish,-0.075,0.8359,mixed_signals,8,0,12
NVDA,2026-08-14T14:43:31.926205,20,0.1141,slightly_bullish,-0.0398,0.8359,mixed_signals,8,0,12
TSLA,2026-08-14T14:43:31.938000,20,0.1141,slightly_bullish,0.1612,0.8359,positive_momentum,8,0,12
JPM,2026-08-14T14:43:31.949899,20,0.1141,slightly_bullish,-0.0,0.8359,mixed_signals,8,0,12
V,2026-08-14T14:43:31.961204,20,0.1141,slightly_bullish,0.0005,0.8359,positive_momentum,8,0,12
JNJ,2026-08-14T14:43:31.973480,20,0.1141,slightly_bullish,-0.0737,0.8359,mixed_signals,8,0,12
