symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-09-08T20:23:58.822625,20,0.1141,slightly_bullish,-0.0482,0.8359,mixed_signals,8,0,12
MSFT,2026-09-08T20:23:58.834215,20,0.1141,slightly_bullish,0.0602,0.8359,positive_momentum,8,0,12
GOOGL,2026-09-08T20:23:58.845136,20,0.1141,slightly_bullish,0.0867,0.8359,positive_momentum,8,0,12
AMZN,2026-09-08T20:23:58.855132,20,0.1141,slightly_bullish,-0.0005,0.8359,mixed_signals,8,0,12
META,2026-09-08T20:23:58.864875,20,0.1141,slightly_bullish,-0.0143,0.8359,mixed_signals,8,0,12
NVDA,2026-09-08T20:23:58.874763,20,0.1141,slightly_bullish,0.0125,0.8359,positive_momentum,8,0,12
TSLA,2026-09-08T20:23:58.886967,20,0.1141,slightly_bullish,0.1014,0.8359,positive_momentum,8,0,12
JPM,2026-09-08T20:23:58.899457,20,0.1141,slightly_bullish,0.1023,0.8359,positive_momentum,8,0,12
V,2026-09-08T20:23:58.911994,20,0.1141,slightly_bullish,-0.0143,0.8359,mixed_signals,8,0,12
JNJ,2026-09-08T20:23:58.921841,20,0.1141,slightly_bullish,-0.0385,0.8359,mixed_signals,8,0,12
