symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-04-28T22:44:46.304855,20,0.1141,slightly_bullish,-0.0719,0.8359,mixed_signals,8,0,12
MSFT,2026-04-28T22:44:46.318674,20,0.1141,slightly_bullish,-0.1014,0.8359,mixed_signals,8,0,12
GOOGL,2026-04-28T22:44:46.331156,20,0.1141,slightly_bullish,0.0602,0.8359,positive_momentum,8,0,12
AMZN,2026-04-28T22:44:46.343702,20,0.1141,slightly_bullish,0.0451,0.8359,positive_momentum,8,0,12
META,2026-04-28T22:44:46.356202,20,0.1141,slightly_bullish,0.1348,0.8359,positive_momentum,8,0,12
NVDA,2026-04-28T22:44:46.369585,20,0.1141,slightly_bullish,0.0125,0.8359,positive_momentum,8,0,12
TSLA,2026-04-28T22:44:46.382365,20,0.1141,slightly_bullish,-0.0156,0.8359,mixed_signals,8,0,12
JPM,2026-04-28T22:44:46.394831,20,0.1141,slightly_bullish,0.0625,0.8359,positive_momentum,8,0,12
V,2026-04-28T22:44:46.407916,20,0.1141,slightly_bullish,-0.0416,0.8359,mixed_signals,8,0,12
JNJ,2026-04-28T22:44:46.420604,20,0.1141,slightly_bullish,0.0393,0.8359,positive_momentum,8,0,12
