symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-08-20T18:19:46.290700,20,0.1141,slightly_bullish,-0.0755,0.8359,mixed_signals,8,0,12
MSFT,2026-08-20T18:19:46.301315,20,0.1141,slightly_bullish,-0.0598,0.8359,mixed_signals,8,0,12
GOOGL,2026-08-20T18:19:46.309877,20,0.1141,slightly_bullish,0.0004,0.8359,positive_momentum,8,0,12
AMZN,2026-08-20T18:19:46.319069,20,0.1141,slightly_bullish,-0.0125,0.8359,mixed_signals,8,0,12
META,2026-08-20T18:19:46.327433,20,0.1141,slightly_bullish,-0.0742,0.8359,mixed_signals,8,0,12
NVDA,2026-08-20T18:19:46.335624,20,0.1141,slightly_bullish,-0.0334,0.8359,mixed_signals,8,0,12
TSLA,2026-08-20T18:19:46.344008,20,0.1141,slightly_bullish,0.0385,0.8359,positive_momentum,8,0,12
JPM,2026-08-20T18:19:46.352263,20,0.1141,slightly_bullish,-0.0125,0.8359,mixed_signals,8,0,12
V,2026-08-20T18:19:46.361049,20,0.1141,slightly_bullish,0.0246,0.8359,positive_momentum,8,0,12
JNJ,2026-08-20T18:19:46.369082,20,0.1141,slightly_bullish,0.0,0.8359,mixed_signals,8,0,12
