symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-08-18T18:18:41.303907,20,0.1141,slightly_bullish,-0.0992,0.8359,mixed_signals,8,0,12
MSFT,2026-08-18T18:18:41.318895,20,0.1141,slightly_bullish,0.075,0.8359,positive_momentum,8,0,12
GOOGL,2026-08-18T18:18:41.335840,20,0.1141,slightly_bullish,0.0209,0.8359,positive_momentum,8,0,12
AMZN,2026-08-18T18:18:41.349416,20,0.1141,slightly_bullish,0.0416,0.8359,positive_momentum,8,0,12
META,2026-08-18T18:18:41.362082,20,0.1141,slightly_bullish,0.0125,0.8359,positive_momentum,8,0,12
NVDA,2026-08-18T18:18:41.374241,20,0.1141,slightly_bullish,0.075,0.8359,positive_momentum,8,0,12
TSLA,2026-08-18T18:18:41.386802,20,0.1141,slightly_bullish,0.1617,0.8359,positive_momentum,8,0,12
JPM,2026-08-18T18:18:41.399720,20,0.1141,slightly_bullish,-0.0992,0.8359,mixed_signals,8,0,12
V,2026-08-18T18:18:41.412187,20,0.1141,slightly_bullish,-0.1014,0.8359,mixed_signals,8,0,12
JNJ,2026-08-18T18:18:41.424209,20,0.1141,slightly_bullish,0.0,0.8359,mixed_signals,8,0,12
