symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-03-16T14:53:46.546071,20,0.1141,slightly_bullish,0.1492,0.8359,positive_momentum,8,0,12
MSFT,2026-03-16T14:53:46.557897,20,0.1141,slightly_bullish,0.0357,0.8359,positive_momentum,8,0,12
GOOGL,2026-03-16T14:53:46.567758,20,0.1141,slightly_bullish,0.075,0.8359,positive_momentum,8,0,12
AMZN,2026-03-16T14:53:46.577422,20,0.1141,slightly_bullish,-0.1612,0.8359,mixed_signals,8,0,12
META,2026-03-16T14:53:46.587062,20,0.1141,slightly_bullish,0.1344,0.8359,positive_momentum,8,0,12
NVDA,2026-03-16T14:53:46.597063,20,0.1141,slightly_bullish,0.0723,0.8359,positive_momentum,8,0,12
TSLA,2026-03-16T14:53:46.606651,20,0.1141,slightly_bullish,0.013,0.8359,positive_momentum,8,0,12
JPM,2026-03-16T14:53:46.616168,20,0.1141,slightly_bullish,-0.0875,0.8359,mixed_signals,8,0,12
V,2026-03-16T14:53:46.625670,20,0.1141,slightly_bullish,0.075,0.8359,positive_momentum,8,0,12
JNJ,2026-03-16T14:53:46.635482,20,0.1141,slightly_bullish,0.0867,0.8359,positive_momentum,8,0,12
