symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-08-21T18:19:01.446679,20,0.1141,slightly_bullish,0.0625,0.8359,positive_momentum,8,0,12
MSFT,2026-08-21T18:19:01.462361,20,0.1141,slightly_bullish,-0.0625,0.8359,mixed_signals,8,0,12
GOOGL,2026-08-21T18:19:01.476505,20,0.1141,slightly_bullish,0.0005,0.8359,positive_momentum,8,0,12
AMZN,2026-08-21T18:19:01.489710,20,0.1141,slightly_bullish,0.0893,0.8359,positive_momentum,8,0,12
META,2026-08-21T18:19:01.503736,20,0.1141,slightly_bullish,0.0742,0.8359,positive_momentum,8,0,12
NVDA,2026-08-21T18:19:01.516182,20,0.1141,slightly_bullish,0.0,0.8359,mixed_signals,8,0,12
TSLA,2026-08-21T18:19:01.529844,20,0.1141,slightly_bullish,-0.0268,0.8359,mixed_signals,8,0,12
JPM,2026-08-21T18:19:01.542583,20,0.1141,slightly_bullish,0.0004,0.8359,positive_momentum,8,0,12
V,2026-08-21T18:19:01.554728,20,0.1141,slightly_bullish,0.0148,0.8359,positive_momentum,8,0,12
JNJ,2026-08-21T18:19:01.566566,20,0.1141,slightly_bullish,-0.0352,0.8359,mixed_signals,8,0,12
