symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-07-01T16:13:53.378752,20,0.1141,slightly_bullish,-0.0598,0.8359,mixed_signals,8,0,12
MSFT,2026-07-01T16:13:53.392932,20,0.1141,slightly_bullish,-0.0996,0.8359,mixed_signals,8,0,12
GOOGL,2026-07-01T16:13:53.404281,20,0.1141,slightly_bullish,0.0482,0.8359,positive_momentum,8,0,12
AMZN,2026-07-01T16:13:53.415333,20,0.1141,slightly_bullish,0.0,0.8359,mixed_signals,8,0,12
META,2026-07-01T16:13:53.426447,20,0.1141,slightly_bullish,-0.1139,0.8359,mixed_signals,8,0,12
NVDA,2026-07-01T16:13:53.437544,20,0.1141,slightly_bullish,-0.0273,0.8359,mixed_signals,8,0,12
TSLA,2026-07-01T16:13:53.448690,20,0.1141,slightly_bullish,-0.0867,0.8359,mixed_signals,8,0,12
JPM,2026-07-01T16:13:53.459896,20,0.1141,slightly_bullish,-0.1492,0.8359,mixed_signals,8,0,12
V,2026-07-01T16:13:53.471403,20,0.1141,slightly_bullish,0.0607,0.8359,positive_momentum,8,0,12
JNJ,2026-07-01T16:13:53.482737,20,0.1141,slightly_bullish,-0.0273,0.8359,mixed_signals,8,0,12
