symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-04-06T10:45:57.595073,20,0.1141,slightly_bullish,-0.0473,0.8359,mixed_signals,8,0,12
MSFT,2026-04-06T10:45:57.608868,20,0.1141,slightly_bullish,0.0742,0.8359,positive_momentum,8,0,12
GOOGL,2026-04-06T10:45:57.621171,20,0.1141,slightly_bullish,-0.1076,0.8359,mixed_signals,8,0,12
AMZN,2026-04-06T10:45:57.633329,20,0.1141,slightly_bullish,0.0541,0.8359,positive_momentum,8,0,12
META,2026-04-06T10:45:57.645669,20,0.1141,slightly_bullish,0.0156,0.8359,positive_momentum,8,0,12
NVDA,2026-04-06T10:45:57.658770,20,0.1141,slightly_bullish,0.1617,0.8359,positive_momentum,8,0,12
TSLA,2026-04-06T10:45:57.671438,20,0.1141,slightly_bullish,-0.0607,0.8359,mixed_signals,8,0,12
JPM,2026-04-06T10:45:57.684040,20,0.1141,slightly_bullish,-0.0607,0.8359,mixed_signals,8,0,12
V,2026-04-06T10:45:57.696826,20,0.1141,slightly_bullish,-0.0992,0.8359,mixed_signals,8,0,12
JNJ,2026-04-06T10:45:57.709957,20,0.1141,slightly_bullish,0.075,0.8359,positive_momentum,8,0,12
