symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-03-18T10:40:09.562118,20,0.1141,slightly_bullish,0.0268,0.8359,positive_momentum,8,0,12
MSFT,2026-03-18T10:40:09.574579,20,0.1141,slightly_bullish,-0.0143,0.8359,mixed_signals,8,0,12
GOOGL,2026-03-18T10:40:09.586217,20,0.1141,slightly_bullish,-0.0121,0.8359,mixed_signals,8,0,12
AMZN,2026-03-18T10:40:09.596930,20,0.1141,slightly_bullish,-0.0398,0.8359,mixed_signals,8,0,12
META,2026-03-18T10:40:09.607666,20,0.1141,slightly_bullish,0.0005,0.8359,positive_momentum,8,0,12
NVDA,2026-03-18T10:40:09.618569,20,0.1141,slightly_bullish,0.0,0.8359,mixed_signals,8,0,12
TSLA,2026-03-18T10:40:09.629373,20,0.1141,slightly_bullish,-0.1348,0.8359,mixed_signals,8,0,12
JPM,2026-03-18T10:40:09.640602,20,0.1141,slightly_bullish,-0.013,0.8359,mixed_signals,8,0,12
V,2026-03-18T10:40:09.652575,20,0.1141,slightly_bullish,-0.0326,0.8359,mixed_signals,8,0,12
JNJ,2026-03-18T10:40:09.663634,20,0.1141,slightly_bullish,0.0125,0.8359,positive_momentum,8,0,12
