symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-04-24T22:31:07.333461,20,0.1141,slightly_bullish,0.0416,0.8359,positive_momentum,8,0,12
MSFT,2026-04-24T22:31:07.347106,20,0.1141,slightly_bullish,-0.0867,0.8359,mixed_signals,8,0,12
GOOGL,2026-04-24T22:31:07.359747,20,0.1141,slightly_bullish,-0.0027,0.8359,mixed_signals,8,0,12
AMZN,2026-04-24T22:31:07.372705,20,0.1141,slightly_bullish,0.0299,0.8359,positive_momentum,8,0,12
META,2026-04-24T22:31:07.385947,20,0.1141,slightly_bullish,-0.0723,0.8359,mixed_signals,8,0,12
NVDA,2026-04-24T22:31:07.398549,20,0.1141,slightly_bullish,0.0357,0.8359,positive_momentum,8,0,12
TSLA,2026-04-24T22:31:07.411372,20,0.1141,slightly_bullish,-0.1617,0.8359,mixed_signals,8,0,12
JPM,2026-04-24T22:31:07.424398,20,0.1141,slightly_bullish,-0.1473,0.8359,mixed_signals,8,0,12
V,2026-04-24T22:31:07.436851,20,0.1141,slightly_bullish,-0.0121,0.8359,mixed_signals,8,0,12
JNJ,2026-04-24T22:31:07.449335,20,0.1141,slightly_bullish,-0.0477,0.8359,mixed_signals,8,0,12
