symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-05-13T22:55:01.059808,20,0.1141,slightly_bullish,0.0598,0.8359,positive_momentum,8,0,12
MSFT,2026-05-13T22:55:01.072732,20,0.1141,slightly_bullish,0.0273,0.8359,positive_momentum,8,0,12
GOOGL,2026-05-13T22:55:01.085437,20,0.1141,slightly_bullish,0.026,0.8359,positive_momentum,8,0,12
AMZN,2026-05-13T22:55:01.098295,20,0.1141,slightly_bullish,-0.1139,0.8359,mixed_signals,8,0,12
META,2026-05-13T22:55:01.110188,20,0.1141,slightly_bullish,0.0281,0.8359,positive_momentum,8,0,12
NVDA,2026-05-13T22:55:01.121831,20,0.1141,slightly_bullish,0.051,0.8359,positive_momentum,8,0,12
TSLA,2026-05-13T22:55:01.133361,20,0.1141,slightly_bullish,0.0473,0.8359,positive_momentum,8,0,12
JPM,2026-05-13T22:55:01.144818,20,0.1141,slightly_bullish,-0.1143,0.8359,mixed_signals,8,0,12
V,2026-05-13T22:55:01.156789,20,0.1141,slightly_bullish,-0.0148,0.8359,mixed_signals,8,0,12
JNJ,2026-05-13T22:55:01.168417,20,0.1141,slightly_bullish,-0.0867,0.8359,mixed_signals,8,0,12
